IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,FMLE,Age Group,55-59 years,AGE55-59,,,,,,,2696,,,,,,2696,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,2712,,,,,,2712,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,FMLE,Age Group,1-4 years,AGE1-4,,,,,,,273.4,,,,,,273.4,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,10-14 years,AGE10-14,,,,,,,280,,,,,,280,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,FMLE,Age Group,25-29 years,AGE25-29,,,,,,,285.8,,,,,,285.8,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,MLE,Age Group,35-39 years,AGE35-39,,,,,,,2858,,,,,,2858,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,2866,,,,,,2866,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,35-39 years,AGE35-39,,,,,,,2875,,,,,,2875,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,MLE,Age Group,85+ years,AGE85PLUS,,,,,,,29753,,,,,,29 753,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,10-14 years,AGE10-14,,,,,,,291.6,,,,,,291.6,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,2940,,,,,,2940,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,MLE,Age Group,10-14 years,AGE10-14,,,,,,,297,,,,,,297,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,55-59 years,AGE55-59,,,,,,,3002,,,,,,3002,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,3010,,,,,,3010,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,FMLE,Age Group,10-14 years,AGE10-14,,,,,,,310.4,,,,,,310.4,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,310.6,,,,,,310.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,50-54 years,AGE50-54,,,,,,,3132,,,,,,3132,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,MLE,Age Group,15-19  years,AGE15-19,,,,,,,314.1,,,,,,314.1,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,MLE,Age Group,1-4 years,AGE1-4,,,,,,,317.7,,,,,,317.7,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,40-44 years,AGE40-44,,,,,,,3173,,,,,,3173,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,FMLE,Age Group,30-34 years,AGE30-34,,,,,,,331.1,,,,,,331.1,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,MLE,Age Group,15-19  years,AGE15-19,,,,,,,331.5,,,,,,331.5,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,85+ years,AGE85PLUS,,,,,,,34198,,,,,,34 198,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,<1 year,AGELT1,,,,,,,3422,,,,,,3422,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,1-4 years,AGE1-4,,,,,,,3474,,,,,,3474,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,MLE,Age Group,10-14 years,AGE10-14,,,,,,,348.8,,,,,,348.8,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,45-49 years,AGE45-49,,,,,,,3556,,,,,,3556,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,MLE,Age Group,1-4 years,AGE1-4,,,,,,,3565,,,,,,3565,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,3591,,,,,,3591,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,20-24 years,AGE20-24,,,,,,,370.3,,,,,,370.3,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,FMLE,Age Group,60-64 years,AGE60-64,,,,,,,3729,,,,,,3729,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,FMLE,Age Group,60-64 years,AGE60-64,,,,,,,3731,,,,,,3731,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Male,MLE,Age Group,10-14 years,AGE10-14,,,,,,,374.5,,,,,,374.5,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,MLE,Age Group,40-44 years,AGE40-44,,,,,,,3768,,,,,,3768,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,FMLE,Age Group,55-59 years,AGE55-59,,,,,,,3778,,,,,,3778,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,MLE,Age Group,10-14 years,AGE10-14,,,,,,,383.1,,,,,,383.1,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Male,MLE,Age Group,<1 year,AGELT1,,,,,,,3874,,,,,,3874,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,60-64 years,AGE60-64,,,,,,,3887,,,,,,3887,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,389.5,,,,,,389.5,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,FMLE,Age Group,30-34 years,AGE30-34,,,,,,,393.6,,,,,,393.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,FMLE,Age Group,85+ years,AGE85PLUS,,,,,,,40340,,,,,,40 340,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,4021,,,,,,4021,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,FMLE,Age Group,<1 year,AGELT1,,,,,,,4050,,,,,,4050,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,4089,,,,,,4089,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,4091,,,,,,4091,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,411.3,,,,,,411.3,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,50-54 years,AGE50-54,,,,,,,4114,,,,,,4114,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,MLE,Age Group,55-59 years,AGE55-59,,,,,,,4117,,,,,,4117,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,MLE,Age Group,5-9 years,AGE5-9,,,,,,,413.4,,,,,,413.4,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,MLE,Age Group,<1 year,AGELT1,,,,,,,4143,,,,,,4143,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,<1 year,AGELT1,,,,,,,4170,,,,,,4170,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,MLE,Age Group,55-59 years,AGE55-59,,,,,,,4193,,,,,,4193,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,FMLE,Age Group,85+ years,AGE85PLUS,,,,,,,42170,,,,,,42 170,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,25-29 years,AGE25-29,,,,,,,425.8,,,,,,425.8,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,1-4 years,AGE1-4,,,,,,,434.5,,,,,,434.5,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,85+ years,AGE85PLUS,,,,,,,44448,,,,,,44 448,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,FMLE,Age Group,35-39 years,AGE35-39,,,,,,,440.2,,,,,,440.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,MLE,Age Group,5-9 years,AGE5-9,,,,,,,444.2,,,,,,444.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,60-64 years,AGE60-64,,,,,,,4493,,,,,,4493,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,55-59 years,AGE55-59,,,,,,,4597,,,,,,4597,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,MLE,Age Group,45-49 years,AGE45-49,,,,,,,4600,,,,,,4600,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,5-9 years,AGE5-9,,,,,,,461.5,,,,,,461.5,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,MLE,Age Group,1-4 years,AGE1-4,,,,,,,476,,,,,,476,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Male,MLE,Age Group,5-9 years,AGE5-9,,,,,,,484.5,,,,,,484.5,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,MLE,Age Group,20-24 years,AGE20-24,,,,,,,489.1,,,,,,489.1,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,55-59 years,AGE55-59,,,,,,,4893,,,,,,4893,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,MLE,Age Group,<1 year,AGELT1,,,,,,,4945,,,,,,4945,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Male,MLE,Age Group,55-59 years,AGE55-59,,,,,,,4969,,,,,,4969,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,30-34 years,AGE30-34,,,,,,,508.5,,,,,,508.5,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,20-24 years,AGE20-24,,,,,,,508.6,,,,,,508.6,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,5-9 years,AGE5-9,,,,,,,508.8,,,,,,508.8,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,FMLE,Age Group,5-9 years,AGE5-9,,,,,,,512.6,,,,,,512.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,FMLE,Age Group,35-39 years,AGE35-39,,,,,,,531.6,,,,,,531.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,533.6,,,,,,533.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Female,FMLE,Age Group,65-69 years,AGE65-69,,,,,,,5430,,,,,,5430,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,20-24 years,AGE20-24,,,,,,,548,,,,,,548,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,MLE,Age Group,15-19  years,AGE15-19,,,,,,,549,,,,,,549,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Male,MLE,Age Group,15-19  years,AGE15-19,,,,,,,550.1,,,,,,550.1,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,MLE,Age Group,25-29 years,AGE25-29,,,,,,,555.7,,,,,,555.7,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,MLE,Age Group,50-54 years,AGE50-54,,,,,,,5571,,,,,,5571,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Male,MLE,Age Group,60-64 years,AGE60-64,,,,,,,5637,,,,,,5637,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,65-69 years,AGE65-69,,,,,,,5653,,,,,,5653,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Female,FMLE,Age Group,65-69 years,AGE65-69,,,,,,,5658,,,,,,5658,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,MLE,Age Group,55-59 years,AGE55-59,,,,,,,5689,,,,,,5689,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,<1 year,AGELT1,,,,,,,5825,,,,,,5825,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Female,FMLE,Age Group,60-64 years,AGE60-64,,,,,,,5865,,,,,,5865,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,Sex,Male,MLE,Age Group,55-59 years,AGE55-59,,,,,,,5870,,,,,,5870,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,Sex,Male,MLE,Age Group,20-24 years,AGE20-24,,,,,,,590.8,,,,,,590.8,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,MLE,Age Group,55-59 years,AGE55-59,,,,,,,5919,,,,,,5919,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,10-14 years,AGE10-14,,,,,,,615.6,,,,,,615.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Male,MLE,Age Group,15-19  years,AGE15-19,,,,,,,623.6,,,,,,623.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,15-19  years,AGE15-19,,,,,,,633.7,,,,,,633.7,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Female,FMLE,Age Group,60-64 years,AGE60-64,,,,,,,6366,,,,,,6366,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,Sex,Male,MLE,Age Group,60-64 years,AGE60-64,,,,,,,6402,,,,,,6402,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,Sex,Female,FMLE,Age Group,35-39 years,AGE35-39,,,,,,,641.6,,,,,,641.6,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,Sex,Female,FMLE,Age Group,25-29 years,AGE25-29,,,,,,,650.7,,,,,,650.7,,,EN,2022-11-16T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,Sex,Female,FMLE,Age Group,25-29 years,AGE25-29,,,,,,,656.2,,,,,,656.2,,,EN,2020-12-05T23:00:00.000Z
LIFE_0000000032,ndx - number of people dying between ages x and x+n,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,Sex,Male,MLE,Age Group,55-59 years,AGE55-59,,,,,,,6611,,,,,,6611,,,EN,2020-12-05T23:00:00.000Z
